iteration, itertime, mapcons, ai
1, 2.65628, 560, 0.901352
2, 2.671, 646, 0.865409
3, 2.60324, 659, 0.864672
4, 2.5931, 659, 0.864672
5, 2.5462, 659, 0.864672
6, 2.61221, 659, 0.864672
7, 2.54099, 676, 0.893463
8, 2.5174, 676, 0.893463
9, 2.48564, 676, 0.893463
10, 2.51075, 676, 0.893463
11, 2.54277, 678, 0.889411
12, 2.49097, 678, 0.889411
13, 2.51456, 699, 0.87957
14, 2.48198, 717, 0.871329
15, 2.48971, 717, 0.871329
16, 2.47009, 717, 0.871329
17, 2.59673, 763, 0.872052
18, 2.46522, 763, 0.872052
19, 2.45615, 763, 0.872052
20, 2.48447, 763, 0.872052
21, 2.47625, 763, 0.872052
22, 2.50596, 763, 0.872052
23, 2.50559, 763, 0.872052
24, 2.49629, 763, 0.872052
25, 2.47338, 845, 0.859862
26, 2.53765, 1294, 0.865789
27, 2.46784, 3556, 0.861559
28, 2.55138, 3556, 0.861559
29, 2.52314, 3556, 0.861559
30, 2.53065, 3556, 0.861559
31, 2.51319, 3556, 0.861559
32, 2.49369, 3556, 0.861559
33, 2.5118, 3556, 0.861559
34, 2.47609, 3556, 0.861559
35, 2.50523, 3556, 0.861559
36, 2.5315, 3556, 0.861559
37, 2.56526, 3556, 0.861559
38, 2.54067, 3556, 0.861559
39, 2.5357, 3556, 0.861559
40, 2.53701, 3556, 0.861559
41, 2.53017, 3556, 0.861559
42, 2.49231, 3556, 0.861559
43, 2.49082, 3556, 0.861559
44, 2.46247, 3556, 0.861559
45, 2.48008, 3556, 0.861559
46, 2.51863, 3556, 0.861559
47, 2.43722, 3556, 0.861559
48, 2.44423, 3556, 0.861559
49, 2.44323, 3556, 0.861559
50, 2.45945, 3556, 0.861559
51, 2.46181, 3556, 0.861559
52, 2.46934, 3556, 0.861559
53, 2.46072, 3556, 0.861559
54, 2.44281, 3556, 0.861559
55, 2.48594, 3556, 0.861559
56, 2.45524, 3556, 0.861559
57, 2.43271, 3556, 0.861559
58, 2.47646, 3556, 0.861559
59, 2.50477, 3556, 0.861559
60, 2.45363, 3958, 0.884571
